약국수,약국명,대표전화,시도,도로명주소,Latitude,Longitude,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
521,평촌마트약국,031-381-7218,경기도,"경기도 안양시 동안구 동안로 162, 지하 1층 (비산동)",37.3934571,126.9511178,경기도 안양시 동안구 비산동 1109-3,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
522,평촌종로약국,031-385-9600,경기도,"경기도 안양시 동안구 평촌대로 141 (호계동, 트윈프라자 1층)",37.3845682,126.9587678,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,09:00~21:00
523,평화약국,031-768-5952,경기도,"경기도 광주시 중앙로 85, 1층 (역동, 신흥빌딩)",37.4075315,127.2593633,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~18:00,,09:00~18:00
524,포미약국,051-924-4242,부산광역시,"부산광역시 남구 용소로 15, 로티보이까페 1층 (대연동)",35.1359325,129.1009653,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
525,포승종로약국,031-611-5252,경기도,경기도 평택시 포승읍 여술로 37,36.9888763,126.8464439,,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,08:00~24:00,08:00~24:00
526,프라자약국,031-296-0102,경기도,"경기도 수원시 권선구 수인로 291, 1층 (구운동, 서수원터미널)",37.2764577,126.9697711,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
527,프라자약국,042-477-0222,대전광역시,"대전광역시 서구 문예로 19, 스카이빌딩 1층 (탄방동)",36.3484097,127.389846,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
528,프라자온누리약국,032-207-7573,경기도,"경기도 부천시 부천로10번길 14, 1층일부 (심곡동)",37.4849828,126.7836672,,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,09:00~23:30,09:00~23:30
529,플러스약국,031-850-8231,경기도,경기도 의정부시 청사로 38,37.7521309,127.0710005,경기도 의정부시 금오동 475-1 삼성홈프러스 2층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
530,플러스약국,053-766-9114,대구광역시,대구광역시 수성구 동대구로 95,35.83871,128.6230423,대구광역시 수성구 두산동 113 홈플러스 대구수성점 지하1층,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20
531,하나로약국,055-526-0447,경상남도,"경상남도 창녕군 남지읍 낙동로 498-2, 2층 (남지읍)",35.3887221,128.4786931,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
532,하나로약국,061-723-0313,전라남도,"전라남도 순천시 연향중앙상가길 29, (연향동)",34.9510281,127.5201537,전라남도 순천시 연향동 1336-2,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:00,09:00~22:00
533,하나약국,6.47E+08,제주특별자치도,"제주특별자치도 제주시 연북로 99, 1층 (연동, 365빌딩)",33.482083,126.4920518,제주특별자치도 제주시 연동 1373,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
534,하나약국,031-318-4613,경기도,경기도 시흥시 장곡로37번길 16 (장곡동),37.3780476,126.7843938,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,09:00~22:00
535,하늘약국,02-898-7290,경기도,경기도 광명시 오리로 351,37.4340181,126.8790479,"경기도 광명시 소하2동 1075번지 5호, 1층.",22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
536,하늘온누리약국,062-575-5690,광주광역시,광주광역시 북구 첨단연신로 105,35.2347866,126.8640703,광주광역시 북구 신용동 735,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
537,하님약국,02-939-1827,서울특별시,"서울특별시 노원구 한글비석로 410, 1층 (상계동)",37.6612165,127.0711803,서울특별시 노원구 상계5동 169-461,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,09:00~21:30
538,하선약국,042-621-7770,대전광역시,대전광역시 대덕구 대전로 1119 (오정동),36.3544624,127.4148889,,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00
539,하안종로약국,02-805-8375,경기도,"경기도 광명시 범안로 1043 , 1층(원촌빌딩) (하안동)",37.4623236,126.8786488,"경기도 광명시 하안동 34-9 원촌빌딩 , 1층(원촌빌딩)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,09:00~23:00
540,한결약국,032-663-1979,경기도,경기도 부천시 경인로 240 (심곡본동),37.4828848,126.7820584,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,,
541,한마음약국,064-739-0381,제주특별자치도,"제주특별자치도 서귀포시 천제연로 210-1, (중문동)",33.2514614,126.4271262,제주특별자치도 서귀포시 중문동 1964-3,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~13:00,,
542,한빛약국,031-242-2778,경기도,"경기도 수원시 팔달구 매산로 18, (매산로1가)",37.27053,127.0023342,경기도 수원시 팔달구 매산로1가 45-1,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,16:00~20:00,
543,한사랑약국,052-296-9991,울산광역시,울산광역시 중구 번영로 475 (복산동),35.561706,129.3313444,울산광역시 중구 복산동 100 홈플러스울산점,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00,,10:00~22:30
544,한양온누리약국,031-362-6551,경기도,"경기도 안산시 상록구 석호로 294, 1층 (본오동)",37.2932951,126.8632576,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00
545,한우리약국,031-205-4194,경기도,경기도 수원시 영통구 영통로 151 (망포동),37.2409238,127.0552684,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
546,합정약국,031-651-3241,경기도,경기도 평택시 조개터로42번길 60-1 (합정동),36.9900884,127.1061113,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
547,해맑은약국,031-456-3134,경기도,"경기도 안양시 동안구 엘에스로 45, 110호 (호계동, 대영골든타워)",37.3674198,126.9547274,,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,
548,해운대이팜약국,051-744-4855,부산광역시,부산광역시 해운대구 좌동순환로 511,35.1659937,129.1673879,부산광역시 해운대구 중동 1767 이마트해운대점,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
549,해피백약국,042-487-1236,대전광역시,대전광역시 서구 청사서로 46(월평동),36.3619836,127.3769725,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,11:00~22:00,11:00~22:00
550,햇살약국,052-256-9735,울산광역시,울산광역시 남구 수암로 148 (야음동),35.5264357,129.3227174,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
551,행복나무약국,02-487-8880,서울특별시,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",37.5400041,127.1279684,,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,13:00~25:00,13:00~25:00
552,행복약국,033-637-2825,강원도,"강원도 속초시 동해대로 4163, 1층 (조양동)",38.1923495,128.5688048,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
553,행복한약국,02-927-8253,서울특별시,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",37.5910742,127.0185682,서울특별시 성북구 동선동1가 79,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:30~23:00,09:30~23:00,09:30~23:00
554,행복한약국,033-644-0073,강원도,강원도 강릉시 구정면 범일로 442,37.7271027,128.8790239,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
555,행복한온누리약국,031-714-0288,경기도,"경기도 성남시 분당구 정자일로198번길 15, 109호 (정자동, 제나프라자)",37.3676388,127.1076724,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
556,행운약국,02-765-9997,서울특별시,서울특별시 종로구 대명길 21-2(명륜4가),37.5831985,127.0003458,,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
557,향동중앙약국,02-3159-7575,경기도,"경기도 고양시 덕양구 향기로 58, 지하1층 B02호 (향동동)",37.5989271,126.8937893,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
558,허룡약국,042-525-5050,대전광역시,"대전광역시 서구 도솔로 313, (괴정동)",36.3363847,127.3823573,대전광역시 서구 괴정동 95-28,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:00~22:30,17:00~22:30,17:00~22:30
559,허브팜부평역약국,032-518-0045,인천광역시,"인천광역시 부평구 광장로 지하 30, 대아지하상가 지하2층 34호 일부호 (부평동)",37.4905177,126.7236766,,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,
560,헬로팜약국,02-415-1121,서울특별시,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",37.5110296,127.0830765,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~22:00,13:00~22:00
561,현대약국,031-851-1688,경기도,"경기도 의정부시 청사로 45, 108호 (금오동, 플래티넘프라자)",37.7522406,127.0696056,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
562,형우당약국,053-358-9696,대구광역시,"대구광역시 북구 팔달로 189, 1층일부 (노원동2가)",35.8908603,128.5739014,대구광역시 북구 노원2가 376-2번지 노원우체국에서 만평네거리방향 70미터,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:00,09:00~23:00,09:00~22:30
563,호림약국,02-468-1027,서울특별시,"서울특별시 광진구 동일로30길 28, (화양동)",37.5474493,127.0688343,서울특별시 광진구 화양동 19-38,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,17:00~22:00,
564,호수약국,02-415-8852,서울특별시,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",37.492994,127.112326,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
565,홈플러스준약국,043-234-7765,충청북도,충청북도 청주시 흥덕구 서부로 1291 (가경동),36.6282835,127.4345764,충청북도 청주시 흥덕구 가경동 1696 홈플러스 청주점,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
566,홍대365약국,02-3141-1084,서울특별시,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",37.5546568,126.9261061,,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
567,홍대수약국,02-334-3005,서울특별시,"서울특별시 마포구 홍익로3길 11, 1층 (서교동)",37.5537844,126.9221292,,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
568,홍대어울림약국,02-332-9233,서울특별시,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",37.5556852,126.9242635,,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,11:00~22:30,
569,홍대참신한약국,02-6368-5799,서울특별시,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",37.5505485,126.9214085,,12:00~23:00,12:00~23:00,12:00~23:00,12:00~23:00,12:00~25:00,12:00~25:00,12:00~23:00,12:00~23:00
570,홍익한약국,064-749-8818,제주특별자치도,"제주특별자치도 제주시 노연로 87, 102호 (연동, 연동ABC주상복합)",33.4960743,126.4985798,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
571,화랑온누리약국,02-975-4151,서울특별시,서울특별시 노원구 공릉로 150 (공릉동) 1층,37.6233344,127.0795612,서울특별시 노원구 공릉동 340-18 1층,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:00,08:45~22:00,17:00~22:30,
572,화명메디칼약국,051-331-8525,부산광역시,"부산광역시 북구 화명신도시로 120, (화명동)",35.234595,129.0111616,부산광역시 북구 화명1동 2276-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
573,환승센터약국,02-424-2365,서울특별시,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",37.509844,127.07386,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
574,효성약국,053-854-4487,경상북도,"경상북도 경산시 하양읍 하양로 46, 1층 103호",35.9096803,128.8145716,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~18:00,,
575,흥명약국,02-963-0617,서울특별시,"서울특별시 동대문구 고산자로30길 56, (용두동)",37.5754254,127.0413147,서울특별시 동대문구 용두동 39-695,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,14:00~22:30,
576,희망약국,031-000-0000,경기도,"경기도 안산시 단원구 광덕2로 185, 101호 (고잔동, 금성센터빌딩)",37.3098803,126.8313619,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
